ID,name,team,kit_number
236311,Marko Rog,Cagliari,6
235834,Fabio Depaoli,Hellas Verona,29
234986,Panagiotis Retsos,Hellas Verona,45
230107,Lassana Coulibaly,Salernitana,18
226356,Mohamed Fares,Torino,93
222634,Isaac Success,Udinese,7
220509,Lorenzo Venuti,Fiorentina,23
220475,Alberto Grassi,Cagliari,27
219984,Mattia Aramu,Venezia,10
215466,Nikola Maksimovic,Genoa,52
211354,Marco Benassi,Empoli,15
208144,Daniel Bessa,Hellas Verona,24
205943,Vlad Chiriches,Sassuolo,21
205934,Nicola Murru,Sampdoria,29
205553,Luca Ceppitelli,Cagliari,23
205407,Daniele Baselli,Cagliari,4
202135,Stefano Sturaro,Genoa,27
193532,Gary Medel,Bologna,17
191053,Tomás Rincón,Sampdoria,88
189484,Davide Santon,AS Roma,18
189342,Carlo Pinsoglio,Juventus,23
162297,Daniele Padelli,Udinese,20
149258,Alex Cordaz,Internazionale,21
149185,Francesco Magnanelli,Sassuolo,4
258782,Adrian Ismajli,Empoli,34
253473,Samuele Ricci,Torino,28
245396,Vladyslav Supriaha,Sampdoria,7
244456,Martin Erlic,Spezia,28
244349,Johan Vásquez,Genoa,15
244269,Filip Benkovic,Udinese,28
243526,Mert Müldür,Sassuolo,17
242633,Morten Frendrup,Genoa,32
242332,Gianluca Busio,Venezia,27
240661,Emanuel Vignato,Bologna,55
240095,Leo Stulac,Empoli,5
238516,Leo Ostigard,Genoa,55
233943,Ronaldo Vieira,Sampdoria,14
233732,David Okereke,Venezia,77
230800,Rey Manaj,Spezia,9
223524,Edoardo Goldaniga,Cagliari,3
220534,Sebastiano Luperto,Empoli,33
220061,Norbert Gyömber,Salernitana,23
219952,Liam Henderson,Empoli,8
210320,Ibrahima Mbaye,Bologna,15
203884,Koffi Djidji,Torino,26
199274,Ilija Nestorovski,Udinese,30
193062,Marvin Zeegelaar,Udinese,4
192612,Mato Jajalo,Udinese,8
262113,Nicola Zalewski,AS Roma,59
257713,Gianluca Frabotta,Hellas Verona,30
248060,Valentin Mihaila,Atalanta,20
247229,Raoul Bellanova,Cagliari,12
243497,Sebastian Walukiewicz,Cagliari,40
241629,Rogério,Sassuolo,6
238196,Arnór Sigurdsson,Venezia,11
237502,Dennis Johnsen,Venezia,17
237040,Dimitris Nikolaou,Spezia,43
235735,Ethan Ampadu,Venezia,44
234760,Arkadiusz Reca,La Spezia,13
230686,Jean-Victor Makengo,Udinese,6
229148,Dalbert,Cagliari,29
225117,Nicolas Haas,Empoli,32
224378,Mattia Bani,Genoa,13
224213,Tyronne Ebuehi,Venezia,22
223137,Federico Bonazzoli,Salernitana,9
221618,Lys Mousset,Salernitana,99
220491,Emmanuel Gyasi,Spezia,11
219852,Alex Ferrari,Sampdoria,25
219584,Luca Lezzerini,Venezia,12
208459,Mitchell Dijks,Bologna,35
201243,Andrea La Mantia,Empoli,19
197777,Jacopo Sala,Spezia,7
193336,Vid Belec,Salernitana,72
178418,Federico Peluso,Sassuolo,13
169115,Andrea Masiello,Genoa,5
106795,Gianluca Pegolo,Sassuolo,56
258966,Andrea Cambiaso,Genoa,50
257000,Andrea Carboni,Cagliari,44
253213,Georgios Kyriakopoulos,Sassuolo,77
251229,Kelvin Yeboah,Genoa,45
245900,Luis Binks,Bologna,2
244840,Lennart Czyborra,Genoa,17
243253,Kevin Agudelo,Spezia,33
240277,Matteo Gabbia,AC Milan,46
236308,Riccardo Marchizza,Empoli,3
234894,Emil Bohinen,Salernitana,15
231137,Domen Crnigoj,Venezia,33
230912,Paolo Ghiglione,Genoa,18
226108,Filippo Romagna,Sassuolo,19
225189,Simone Bastoni,Spezia,20
216067,Riccardo Gagliolo,Salernitana,31
210880,Riccardo Fiamozzi,Empoli,20
201335,Federico Santander,Bologna,19
193337,Joel Obi,Salernitana,22
185172,Vincenzo Fiorillo,Salernitana,1
149309,Antonio Rosati,Fiorentina,25
263929,Matteo Cancellieri,Hellas Verona,18
262091,Ebrima Darboe,AS Roma,55
259583,Iyenoma Destiny Udogie,Udinese,13
258407,Brandon Soppy,Udinese,93
257711,Riccardo Calafiori,Genoa,16
255839,Janis Antiste,Spezia,22
248385,Roberto Piccoli,Genoa,9
244363,Daniel Fuzato,AS Roma,87
241410,Eddie Salcedo,Spezia,29
240658,Sofian Kiyine,Venezia,23
240343,Luca Fiordilino,Venezia,16
239679,Pasquale Mazzocchi,Salernitana,30
238873,Pietro Pellegri,Torino,64
231073,Boris Radunovic,Cagliari,31
224062,Patryk Dziczek,Lazio,96
219956,Pietro Ceccaroni,Venezia,32
210381,Charalampos Lykogiannis,Cagliari,22
209637,Marco Modolo,Venezia,13
203780,Frederic Veseli,Salernitana,5
198220,Mehdi Bourabia,Spezia,6
193077,Diego Falcinelli,Bologna,91
139668,Federico Marchetti,Genoa,22
264044,Mattia Viti,Empoli,42
262333,Yayah Kallon,Genoa,91
260105,Radu Dragusin,Salernitana,25
254692,Ebrima Colley,Spezia,19
254541,Musa Juwara,Bologna,80
246282,Salvador Ferrer,Spezia,21
245537,Emil Konradsen Ceide,Sassuolo,15
238282,Mamadou Coulibaly,Salernitana,2
237335,Grigoris Kastanos,Salernitana,20
213375,Antonio Junior Vacca,Venezia,5
192840,Milan Djuric,Salernitana,11
173165,Nicola Ravaglia,Sampdoria,30
149064,Christian Molina,Venezia,3
135587,Niki Mäenpää,Venezia,1
263489,Dor Peretz,Venezia,42
262171,Edoardo Bove,AS Roma,52
259331,Manolo Portanova,Genoa,90
258976,Fabiano Parisi,Empoli,65
258467,Luka Romero,Lazio,18
250779,Michael Svoboda,Venezia,30
246100,Kristoffer Askildsen,Sampdoria,16
245277,Kingsley Michael,Bologna,16
244340,Rok Vodisek,Genoa,25
210676,Wladimiro Falcone,Sampdoria,33
171490,Simone Aresti,Cagliari,1
264008,Wajdi Kechrida,Salernitana,24
259584,Matteo Ruggeri,Salernitana,3
256115,Lazar Samardzic,Udinese,24
252964,Gabriele Zappa,Cagliari,25
252573,Aleksa Terzic,Fiorentina,17
248147,Mateusz Praszelik,Hellas Verona,88
243241,Alessandro Buongiorno,Torino,99
240777,Luca Ranieri,Salernitana,19
235108,Leo Sena,Spezia,88
233794,Simone Edera,Torino,20
229743,Alessandro Deiola,Cagliari,14
211325,Andrea Schiavone,Salernitana,8
210548,Leonardo Capezzi,Salernitana,28
263647,Giorgio Altare,Cagliari,15
260415,Brian Oddei,Sassuolo,7
256104,Tanner Tessmann,Venezia,8
255611,Daniel Maldini,AC Milan,27
252440,Nadir Zortea,Salernitana,21
237382,Filippo Melegoni,Genoa,10
219661,Pawel Jaroszynski,Salernitana,4
189730,Francesco Di Tacchio,Salernitana,14
268271,Moustapha Cissé,Atalanta,99
264699,Kristjan Asllani,Empoli,23
256404,Jorge Silva,Lazio,67
255174,Lisandru Tramoni,Cagliari,45
239998,Petko Hristov,Spezia,15
266877,Demba Seck,Torino,23
258139,Raul Moro,Lazio,27
238755,Magnus Warming,Torino,70
202793,Alessandro Berardi,Hellas Verona,22
266654,Alasanne Sidibe,Atalanta,51
251349,Thibo Baeten,Torino,98
248674,Louis Munteanu,Fiorentina,67
246861,Alessio Riccardi,AS Roma,94
233691,Marius Adamonis,Lazio,31
260084,Mattia Pagliuca,Bologna,44
259721,Filippo Tripi,AS Roma,65
247388,Aleksander Buksa,Genoa,44
236849,Damir Ceter Valencia,Cagliari,32
205727,Jacopo Furlan,Empoli,22
194894,Francesco Rossi,Atalanta,31
255070,Luis Rojas,Bologna,11
257299,Ivo Kaczmarski,Empoli,97
255755,Jack De Vries,Venezia,99
247289,Bruno,Venezia,34
259973,Pietro Boer,AS Roma,63
255927,Damiano Pecile,Venezia,58
235806,Giacomo Satalino,Sassuolo,24
200389,Jan Oblak,Atletico Madrid,13
200145,Casemiro,Real Madrid,14
192119,Thibaut Courtois,Real Madrid,1
177003,Luka Modric,Real Madrid,10
228702,Frenkie de Jong,Barcelona,21
208093,Gerard Moreno,Villarreal,7
189513,Dani Parejo,Villarreal,5
176580,Luis Suárez,Atletico Madrid,9
230142,Mikel Oyarzabal,Real Sociedad,10
226161,Marcos Llorente,Atletico Madrid,14
216594,Nabil Fekir,Real Betis,8
202556,Memphis Depay,Barcelona,9
194765,Antoine Griezmann,Atletico Madrid,8
193747,Koke,Atletico Madrid,6
188567,Pierre-Emerick Aubameyang,Barcelona,25
238794,Vinícius Júnior,Real Madrid,20
224334,Marcos Acuña,Sevilla,19
216460,José Giménez,Atletico Madrid,2
208418,Yannick Carrasco,Atletico Madrid,21
204963,Dani Carvajal,Real Madrid,2
204639,Stefan Savic,Atletico Madrid,15
192629,Iago Aspas,Celta Vigo,10
189575,Iker Muniain,Athletic Club,10
189511,Sergio Busquets,Barcelona,5
189332,Jordi Alba,Barcelona,18
183277,Eden Hazard,Real Madrid,7
168542,David Silva,Real Sociedad,21
152729,Gerard Piqué,Barcelona,3
146536,Jesús Navas,Sevilla,16
143076,Papu Gómez,Sevilla,24
241486,Jules Koundé,Sevilla,23
241461,Ferran Torres,Barcelona,19
240130,Éder Militão,Real Madrid,3
239053,Federico Valverde,Real Madrid,15
231443,Ousmane Dembélé,Barcelona,7
225193,Mikel Merino,Real Sociedad,8
220834,Marco Asensio,Real Madrid,11
214997,Ángel Correa,Atletico Madrid,10
213565,Thomas Lemar,Atletico Madrid,11
212616,Rodrigo De Paul,Atletico Madrid,5
211688,José Gayà,Valencia,14
207863,Felipe,Atletico Madrid,18
190286,Sergio Canales,Real Betis,10
253163,Ronald Araújo,Barcelona,4
241464,Pau Torres,Villarreal,4
235410,Youssef En-Nesyri,Sevilla,15
233731,Alexander Isak,Real Sociedad,19
230869,Unai Simón,Athletic Club,1
229668,Mario Hermoso,Atletico Madrid,22
219693,Diego Carlos,Sevilla,20
210315,Raúl de Tomás,Espanyol,11
209981,Bono,Sevilla,13
205632,Lucas Ocampos,Sevilla,5
201305,Gabriel,Valencia,5
197781,Isco,Real Madrid,22
183512,Yuri Berchiche,Athletic Club,17
168651,Ivan Rakitic,Sevilla,10
251573,Renan Lodi,Atletico Madrid,12
234153,Carlos Soler,Valencia,10
227127,Álex Remiro,Real Sociedad,1
224411,Goncalo Guedes,Valencia,7
223952,David Soria,Getafe,13
216475,José Luis Morales,Levante,11
216201,Iñaki Williams,Athletic Club,9
215316,Gerónimo Rulli,Villarreal,13
210385,Rui Silva,Real Betis,13
208618,Lucas Vázquez,Real Madrid,17
208330,Adnan Januzaj,Real Sociedad,11
204525,Iñigo Martínez,Athletic Club,4
202648,Sergi Darder,Espanyol,10
200724,Nacho,Real Madrid,6
199823,José Campaña,Levante,24
194404,Neto,Barcelona,13
193283,Thomas Delaney,Sevilla,18
193165,Jesús Corona,Sevilla,9
173731,Gareth Bale,Real Madrid,18
157481,Raúl Albiol,Villarreal,3
156519,Héctor Herrera,Atletico Madrid,16
45186,Joaquín,Real Betis,17
243812,Rodrygo,Real Madrid,21
232665,Mauro Arambarri,Getafe,18
227950,Yeray,Athletic Club,5
227290,Marko Dmitrovic,Sevilla,1
226226,Giovani Lo Celso,Villarreal,17
226221,Aritz Elustondo,Real Sociedad,6
225201,Álex Berenguer,Athletic Club,7
224309,Joan Jordán,Sevilla,8
220440,Clément Lenglet,Barcelona,15
217940,Djené Dakonam,Getafe,2
217036,Álex Moreno,Real Betis,15
216189,Ander Capa,Athletic Club,21
211300,Anthony Martial,Sevilla,22
210463,Darwin Machis,Granada,11
209960,Fernando Pacheco,Alavés,1
205070,Portu,Real Sociedad,7
203890,Sime Vrsaljko,Atletico Madrid,24
202651,Suso,Sevilla,7
200454,Paco Alcácer,Villarreal,9
199987,Jasper Cillessen,Valencia,13
199564,Sergi Roberto,Barcelona,20
198141,Marc Bartra,Real Betis,5
189271,Francis Coquelin,Villarreal,19
178750,Sergio Asenjo,Villarreal,1
172522,Daniel Wass,Atletico Madrid,17
171579,Raúl García,Athletic Club,22
253004,Ansu Fati,Barcelona,10
248243,Eduardo Camavinga,Real Madrid,25
245037,Eric García,Barcelona,24
243559,Jorge de Frutos,Levante,18
240900,Unai Núñez,Athletic Club,3
240243,Matheus Cunha,Atletico Madrid,19
239433,Nemanja Maksimovic,Getafe,20
239207,Maxi Gómez,Valencia,9
237942,Pervis Estupiñán,Villarreal,12
236276,Arnaut Danjuma,Villarreal,15
233738,Igor Zubeldia,Real Sociedad,5
233486,Robin Le Normand,Real Sociedad,24
232432,Luka Jovic,Real Madrid,16
231340,Gonzalo Montiel,Sevilla,2
228520,Ezequiel Ávila,Osasuna,9
225341,David García,Osasuna,5
224003,Sergio Herrera,Osasuna,1
220673,Renato Tapia,Celta Vigo,14
220253,Munir El Haddadi,Sevilla,11
213956,Adama Traoré,Barcelona,11
211241,Rubén Peña,Villarreal,20
211022,Rubén García,Osasuna,14
207732,Roger Martí,Levante,9
207566,William Carvalho,Real Betis,14
206545,Manu Trigueros,Villarreal,14
205600,Samuel Umtiti,Barcelona,23
204259,Santiago Arias,Granada,2
204234,Edgar Badía,Elche,13
201455,Geoffrey Kondogbia,Atletico Madrid,4
201143,Aïssa Mandi,Villarreal,22
200726,Benjamin Lecomte,Atletico Madrid,1
200315,Cristian Tello,Real Betis,11
198230,Germán,Granada,6
197853,Serge Aurier,Villarreal,25
193314,Aitor Fernández,Levante,1
193198,Nemanja Gudelj,Sevilla,6
192789,Mario,Villarreal,2
190584,Asier Illarramendi,Real Sociedad,4
189805,Luuk de Jong,Barcelona,17
189560,Vicente Iborra,Villarreal,10
186682,Ángel Montoro,Granada,19
178213,Étienne Capoue,Villarreal,6
177604,Nacho Monreal,Real Sociedad,20
176676,Marcelo,Real Madrid,12
146748,Diego López,Espanyol,13
246844,Carlos Neva,Granada,15
246242,Boulaye Dia,Villarreal,16
244622,Javier Puado,Espanyol,9
244316,Luís Maximiano,Granada,1
242201,Luis Milla,Granada,5
237184,Keidi Bare,Espanyol,20
236679,Óscar Melendo,Espanyol,14
234835,Domingos Duarte,Granada,22
231628,Rafa Mir,Sevilla,12
225659,Guido Rodríguez,Real Betis,21
223578,Jaime Mata,Getafe,7
219522,Jeremias Ledesma,Cádiz,1
216194,Dani García,Athletic Club,14
213577,Antonio Puertas,Granada,10
207935,Matías Dituro,Celta Vigo,1
206651,Roberto Torres,Osasuna,10
206590,Moi Gómez,Villarreal,23
205192,Denis Suárez,Celta Vigo,6
203843,Damián Suárez,Getafe,22
203747,Héctor Bellerín,Real Betis,19
201400,Rafinha,Real Sociedad,17
199354,Lucas Pérez,Cádiz,25
195093,Willian José,Real Betis,12
194222,Víctor Laguardia,Alavés,5
193469,Víctor Ruiz,Real Betis,6
192678,Enrique García,Osasuna,18
174543,Claudio Bravo,Real Betis,25
173608,Joselu,Alavés,9
171897,Andrés Guardado,Real Betis,18
170368,Erik Lamela,Sevilla,17
167397,Radamel Falcao,Rayo Vallecano,3
154472,Jorge Molina,Granada,23
146439,Álvaro Negredo,Cádiz,18
262621,Giorgi Mamardashvili,Valencia,28
251804,Sergiño Dest,Barcelona,2
246785,Bryan Gil,Valencia,21
246172,Samu Chukwueze,Villarreal,11
244253,Uros Racic,Valencia,8
241049,Gorosabel,Real Sociedad,18
237239,Enis Bardhi,Levante,10
237221,Juan Foyth,Villarreal,8
236045,Reinildo Mandava,Atletico Madrid,23
235997,Fran Beltrán,Celta Vigo,8
234060,Yangel Herrera,Espanyol,25
228302,Alfonso Pedraza,Villarreal,24
226637,Rubén Duarte,Alavés,3
224574,Orbelín Pineda,Celta Vigo,18
222509,Dani Ceballos,Real Madrid,19
220132,Joseba Zaldúa,Real Sociedad,2
219953,Adrián Embarba,Espanyol,23
216549,Alexander Sørloth,Real Sociedad,23
208777,Óliver Torres,Sevilla,21
207664,Carlos Bacca,Granada,20
205566,Alberto Moreno,Villarreal,18
203177,Dimitri Foulquier,Valencia,20
201377,Jeison Murillo,Celta Vigo,24
199715,Vitolo,Getafe,8
199005,Mat Ryan,Real Sociedad,13
197948,Florian Lejeune,Alavés,22
194229,Hugo Mallo,Celta Vigo,2
193601,Germán Pezzella,Real Betis,16
193171,Jaume Costa,Mallorca,18
192816,Leandro Cabrera,Espanyol,4
190432,Oier,Osasuna,6
190149,Óscar de Marcos,Athletic Club,18
189472,Aridane Hernández,Osasuna,23
188335,Ante Budimir,Osasuna,17
183353,Víctor Díaz,Granada,16
173030,Óscar Trejo,Rayo Vallecano,8
146530,Dani Alves,Barcelona,8
259377,Yeremi Pino,Villarreal,21
248550,Dani Vivian,Athletic Club,12
247328,Unai Vencedor,Athletic Club,16
247131,Alfonso Espino,Cádiz,22
246113,Adriá Pedrosa,Espanyol,3
245158,Luis Suárez,Granada,9
240915,Juan Miranda,Real Betis,33
240716,Mathías Olivera,Getafe,17
240458,Ander Guevara,Real Sociedad,16
240359,Omar Alderete,Valencia,15
235944,Brais Méndez,Celta Vigo,23
234772,Salvi,Cádiz,7
232498,Isi Palazón,Rayo Vallecano,7
231591,Javier Galán,Celta Vigo,17
230786,Pepelu,Levante,8
230021,Joseph Aidoo,Celta Vigo,15
228747,Oussama Idrissi,Cádiz,11
227508,Gonzalo Melero,Levante,22
222390,Unai López,Rayo Vallecano,12
221832,Lucas Olaza,Elche,12
219391,Gonzalo Escalante,Alavés,16
216447,Álvaro García,Rayo Vallecano,18
215699,Youssouf Sabaly,Real Betis,23
215057,Iván Marcone,Elche,23
212678,Ludwig Augustinsson,Sevilla,3
211348,Stole Dimitrievski,Rayo Vallecano,13
206652,Sergio Rico,Mallorca,25
201505,David López,Espanyol,15
199577,Sergi Gómez,Espanyol,24
198451,Daniel Rodriguez,Mallorca,14
198368,Tomás Pina,Alavés,8
195668,Joel Robles,Real Betis,1
193290,Martin Braithwaite,Barcelona,12
193116,Maxime Gonalons,Granada,4
192041,Néstor Araujo,Celta Vigo,4
191180,Javier Pastore,Elche,15
190143,José Ángel,Osasuna,16
177633,Ángel Rodríguez,Mallorca,22
261204,Myrto Uzuni,Granada,24
255069,Nicolas Gonzalez,Barcelona,14
248148,Martín Zubimendi,Real Sociedad,3
247832,Thierry Correia,Valencia,2
247500,Edgar González,Real Betis,3
247495,Jon Moncayola,Osasuna,7
246748,Aihen Muñoz,Real Sociedad,12
246352,Hugo Guillamón,Valencia,6
244675,Oihan Sancet,Athletic Club,8
243976,Alejandro Catena,Rayo Vallecano,5
243032,Hugo Duro,Valencia,19
241867,Aitor Ruibal,Real Betis,24
241856,Manuel Morlanes,Espanyol,6
241827,Martín Aguirregabiria,Alavés,21
240953,Nahuel Tenaglia,Alavés,2
240289,Fernando Calero,Espanyol,5
239335,Óscar Rodríguez,Getafe,24
238305,Nacho Vidal,Osasuna,2
237681,Takefusa Kubo,Mallorca,17
236221,Darko Brasanac,Osasuna,8
236033,Daniel Cárdenas,Levante,34
234789,Yan Eteki,Granada,8
231280,Iván Alejo,Cádiz,14
229788,Rubén Alcaraz,Cádiz,4
229628,Fali Jiménez,Cádiz,3
225926,Pere Milla,Elche,10
225523,Iñigo Lekue,Athletic Club,15
225161,Jesús Vallejo,Real Madrid,5
225028,Nemanja Radoja,Levante,5
223710,Vedat Muriqi,Mallorca,7
223197,Enes Ünal,Getafe,10
223061,Franco Cervi,Celta Vigo,11
222041,Lucas Boyé,Elche,9
221743,Hélder Costa,Valencia,11
221639,Mariano,Real Madrid,24
221445,Wu Lei,Espanyol,7
221342,Pablo Maffeo,Mallorca,15
221014,Carlos Fernández,Real Sociedad,9
219585,Martin Valjent,Mallorca,24
219576,Rodrigo Battaglia,Mallorca,16
211706,Pere Pons,Alavés,20
209289,Kévin Rodrigues,Rayo Vallecano,19
208620,Omar Mascarell,Elche,21
206225,Denis Cheryshev,Valencia,17
205495,Anthony Lozano,Cádiz,9
205201,Okay Yokuslu,Getafe,19
199561,Nolito,Celta Vigo,9
199247,Álex,Cádiz,8
197891,Juanmi,Real Betis,7
196942,Iñigo Pérez,Osasuna,21
194644,Martín Montoya,Real Betis,2
190223,Mikel Balenziaga,Athletic Club,24
187924,Clément Grenier,Mallorca,6
183899,Pablo Piatti,Elche,20
182495,Martín Cáceres,Levante,7
158144,Salva Sevilla,Mallorca,8
146947,Mikel Vesga,Athletic Club,6
146758,Roberto Soldado,Levante,16
259694,Óscar Mingueza,Barcelona,22
252837,Nicolás Melamed,Espanyol,21
252327,Manuel Sánchez,Osasuna,39
252084,Marcos de Sousa,Valencia,22
246672,Ander Barrenetxea,Real Sociedad,22
246284,Óscar Gil,Espanyol,12
245598,Iddrisu Baba,Mallorca,12
244393,Gonzalo Villar,Getafe,6
243952,Andriy Lunin,Real Madrid,13
243780,Kang-In Lee,Mallorca,19
242816,Ricard Puig,Barcelona,6
242348,Lorenzo Morón,Espanyol,16
241686,Manu Vallejo,Alavés,7
240976,Marcelo Saracchi,Levante,25
237995,Diego Lainez,Real Betis,20
235781,Santiago Comesaña,Rayo Vallecano,6
234569,Florentino Luís,Getafe,5
233631,Amath Diedhiou,Mallorca,23
233113,Carles Aleñá,Getafe,11
230578,Mouctar Diakhaby,Valencia,12
228635,Borja Mayoral,Getafe,25
226592,Jakub Jankto,Getafe,16
225562,Martín Merquelanz,Rayo Vallecano,17
225200,Enrique Barja,Osasuna,11
224415,Luis Rioja,Alavés,11
223654,Fede,Cádiz,24
221016,Nikola Vukcevic,Levante,17
220831,Mickael Malsa,Levante,12
220715,Ezequiel Ponce,Elche,18
220414,Diego Rico,Real Sociedad,15
220348,Isaac,Cádiz,20
219728,Édgar Méndez,Alavés,17
215399,Rúben Vezo,Levante,14
215322,Jonathan Silva,Getafe,14
214026,Johan Mojica,Elche,22
211101,Rubén Blanco,Celta Vigo,13
208622,Rubén Sobrino,Cádiz,21
208137,Lucas Torró,Osasuna,24
206219,Juan Cruz,Osasuna,3
205193,Karim Rekik,Sevilla,4
204876,Carlos Clerc,Levante,19
204152,Jens Jonsson,Cádiz,2
203581,Iván Balliu,Rayo Vallecano,20
198023,Ximo Navarro,Alavés,23
192227,Shkodran Mustafi,Levante,13
190982,Alberto Perea Correoso,Cádiz,10
189172,Fidel,Elche,16
183520,Fran Mérida,Espanyol,8
183141,Oier Olazábal,Espanyol,1
177644,Kiko Casilla,Elche,1
173178,Manolo Reina,Mallorca,1
259233,Ilaix Moriba,Valencia,23
258615,Oier Zarraga,Athletic Club,19
253177,Yunus Musah,Valencia,4
252909,Antonio Sánchez,Mallorca,10
252590,Fernando Niño,Mallorca,26
251756,Randy Nteka,Rayo Vallecano,9
246606,Fran García,Rayo Vallecano,33
243315,Dani Gómez,Levante,21
241463,Raba,Granada,12
239671,José Antonio Morente,Elche,11
238126,Jon Guridi,Real Sociedad,14
236331,Erick Cabaco,Getafe,3
232008,Toni Lato,Valencia,3
231745,Landry Dimata,Espanyol,18
229667,Josan,Elche,17
228805,Antonio Raillo,Mallorca,21
225204,Raúl Guti,Elche,8
223978,Manu García,Alavés,14
218981,Helibelton Palacios,Elche,14
216605,Carlos Akapo,Cádiz,15
215616,Jason,Alavés,25
215569,Unai García,Osasuna,4
214944,Gerard Gumbau,Elche,2
212772,Óscar Duarte,Levante,6
212225,Enzo Roco,Elche,3
212214,Augusto Solari,Celta Vigo,21
209937,Quini,Granada,17
209547,Stefan Mitrovic,Getafe,23
205157,Iñigo Ruiz de Galarreta,Mallorca,4
193794,Asier Villalibre,Athletic Club,20
191055,Dídac Vilà,Espanyol,17
166074,Bebé,Rayo Vallecano,10
263139,Dominik Greif,Mallorca,13
259681,Rodrigo Sánchez,Real Betis,28
259173,Victor Chust,Cádiz,32
252086,Son,Levante,2
247802,Giovanni González,Mallorca,2
235824,Tomás Alarcón,Cádiz,12
229624,Sergi Guardiola,Rayo Vallecano,16
229359,Jorge Miramón,Levante,20
227106,Diego González,Elche,4
224967,Mamadou Sylla,Rayo Vallecano,11
222464,Antonio Sivera,Alavés,13
219571,Víctor Camarasa,Real Betis,22
217731,Sandro Ramírez,Getafe,12
215565,Matt Miazga,Alavés,4
214639,Sergio Postigo,Levante,15
213063,Róber,Levante,4
206222,Pedro Bigas,Elche,6
189576,Jonás Ramalho,Osasuna,15
171018,Mario Suárez,Rayo Vallecano,4
169426,Antonio Barragán,Elche,19
261987,Antonio Blanco,Real Madrid,27
256516,Nico Williams,Athletic Club,30
250858,Pathé Ciss,Rayo Vallecano,21
245156,Franco Russo,Mallorca,5
245021,Mamadou Loum,Alavés,6
243945,Gonzalo Verdú,Elche,5
243558,Óscar Valentín,Rayo Vallecano,23
243016,Alberto Soro,Granada,7
241070,Nikola Maras,Rayo Vallecano,2
237522,Jorge Cuenca,Getafe,15
231749,Miguelón,Espanyol,2
228716,Kevin Vázquez,Celta Vigo,20
225018,Florin Andone,Cádiz,17
215334,Guido Carrillo,Elche,7
210868,José Marí,Cádiz,6
206423,Varazdat Haroyan,Cádiz,5
202716,Abdón Prats,Mallorca,9
199602,John Guidetti,Alavés,10
186519,Cala,Cádiz,16
266797,Gastón Álvarez,Getafe,4
262081,Alejandro Cantero,Levante,29
260178,Juan Iglesias,Getafe,21
255268,Javier Martínez,Osasuna,28
253283,Facundo Pellistri,Alavés,18
252146,Enric Franquesa,Levante,3
248053,Santiago Arzamendia,Cádiz,19
246947,Paul Akouokou,Real Betis,4
241588,Antonio Moya,Alavés,15
240589,Miguel De la Fuente,Alavés,24
236760,Enrique Perez,Elche,24
234933,Aleksander Sedlar,Mallorca,20
233885,Eray Cömert,Valencia,24
228326,Brian Oliván,Mallorca,3
220383,Aarón Escandell,Granada,13
219836,Rubén Yáñez,Getafe,1
219709,Saúl García,Alavés,12
211270,Esteban Saveljich,Rayo Vallecano,24
172316,Coke,Levante,23
259751,Matthew Hoppe,Mallorca,11
240311,Luca Zidane,Rayo Vallecano,1
228456,Juan Pérez,Osasuna,13
225868,David Gil Mohedano,Cádiz,13
263578,Álex Balde,Barcelona,31
262140,Carlos Dominguez,Celta Vigo,28
258949,Jofre Carreras,Espanyol,29
258728,José Manuel Fontán,Celta Vigo,19
256097,Javier López,Alavés,27
255854,Jon Pacheco Dozagarat,Real Sociedad,26
255461,Barbero,Osasuna,20
239496,Yassin Fekir,Real Betis,31
206546,Pablo Iñiguez,Villarreal,41
264103,Raúl Torrente,Granada,28
261865,Miguel Gutiérrez,Real Madrid,35
260082,Jesús Vázquez,Valencia,32
259422,Nicolás Serrano,Athletic Club,33
259065,Arnau Tenas,Barcelona,36
258922,Marvin,Real Madrid,28
252025,Koba Koindredi,Valencia,18
243944,Neyder Lozano,Granada,25
242999,Alex Collado,Granada,35
239614,Jesús Areso,Osasuna,32
263941,Iván Chapela,Cádiz,27
263880,Julen Agirrezabala,Athletic Club,26
263617,Beñat Prados,Athletic Club,32
262479,Rubén Sánchez,Espanyol,39
260044,Lautaro De León,Celta Vigo,31
259532,Joan Garcia,Espanyol,34
255406,Javier Castro,Celta Vigo,38
255140,Pablo Gozalbez Gilabert,Valencia,35
253416,Raul García,Real Betis,35
252865,Iker Losada,Celta Vigo,36
243604,Juan Cruz,Real Betis,39
243156,Álvaro García,Espanyol,33
240997,Enrique Hermoso,Real Betis,37
225395,Jokin Ezkieta,Athletic Club,13
264116,Alejandro Iturbe,Atletico Madrid,33
263825,Alessandro Burlamaqui,Valencia,36
263646,Álvaro Bastida,Cádiz,30
258768,Iván Bravo,Osasuna,35
258536,Cedric Teguia,Celta Vigo,30
258534,Diego Conde,Getafe,27
258466,Leo Román,Mallorca,31
254320,Jorge Padilla,Levante,32
253396,Giuliano Simeone,Atletico Madrid,27
245290,Adrián de la Fuente,Villarreal,27
244919,Martín Pascual,Villarreal,31
241479,Mario Hernández,Rayo Vallecano,32
240860,Jose Alonso,Real Betis,26
236914,Álex Martín,Celta Vigo,41
236028,Javier Díaz,Sevilla,31
228869,Sergio Camus,Atletico Madrid,37
264158,Diego Moreno,Osasuna,36
264105,Josep Gaya,Mallorca,29
